id,amount,renewal_rate,network_centrality,relationship_type,historical_delay_days,duration,event
595c2371-4e73-4964-9291-1b14c744a8a1,4082537.94,79.6,0.274,contract,13.0,30.5,1
86e7f524-0497-4c12-ac03-cd97302415bd,2771831.27,94.6,0.729,recurring,15.3,11.5,0
164b191e-96cd-4036-95aa-1b456e6b2917,12137278.14,40.1,0.188,poc,8.5,25.2,1
fcf6ef34-9105-4dcf-b47e-ba7588af0b1e,2308894.18,76.9,0.264,contract,2.0,30.7,1
4699a2b2-6ed4-4de5-a7d7-4f4e219be248,5738219.41,68.6,0.717,poc,13.3,11.2,1
e652f898-3dcc-479d-949c-9424e6762287,6137699.44,67.5,0.504,contract,5.4,23.7,1
86e08b72-6670-439a-a498-41e47b247d88,4446543.42,39.8,0.451,poc,21.8,36.9,0
6a2002ea-54b8-4cc6-a03e-35409f5ce0b3,35159798.43,34.0,0.181,poc,32.0,37.3,0
0a72d3d1-e84c-4f84-959d-b2914c753e17,9241023.65,36.0,0.098,poc,31.6,25.1,1
3291ec1a-eb48-4ae3-8b25-1eacfeebc602,6287206.0,58.1,0.22,poc,27.9,37.7,1
aee81944-92ee-4b48-960d-f07c31420503,3703086.98,82.3,0.568,recurring,0.0,22.1,1
882c9a1f-9a74-4db0-bd26-af9bc1bccb71,3638957.14,100.0,0.564,recurring,0.9,11.3,1
63507d90-044f-4ebb-a1fb-a6c31bcb65fd,12449195.47,29.4,0.058,poc,3.6,33.0,0
600a2973-6d52-4bc7-af68-ff1c5193dcc3,11077663.21,52.4,0.355,poc,23.3,32.7,1
f7dfc948-ab02-4149-91a6-fcfe0d6dcf15,7078417.55,64.5,0.351,contract,8.5,25.4,0
03ea0f4d-03b5-4821-b59e-ea98204fc422,4521243.95,77.1,0.412,recurring,0.0,24.8,0
1ccb30eb-6ac4-47fd-973c-ce8f3784b6bd,996603.83,100.0,0.257,recurring,5.2,20.5,1
1feba082-4f8b-42f1-b838-8687869c548a,24198296.63,95.8,0.345,recurring,6.2,10.1,1
08cfa9df-1462-4cc4-8d39-f19b89c71be8,5551772.83,79.4,0.164,recurring,0.0,32.8,1
500dccfd-5e8b-468f-80e4-5d462cb98161,2241873.05,78.1,0.062,contract,6.7,28.6,1
09ea5a5e-53e1-4cc0-bb03-0038d01c313e,9475795.27,64.7,0.282,contract,17.9,32.4,1
f4dfb10d-24d5-45e7-b3fb-ef24847b5c5e,1975043.67,41.5,0.515,poc,25.2,35.4,1
3138063d-f025-4f1e-8103-258f5ddb5b5d,1500958.15,64.4,0.127,contract,0.0,43.6,1
16a30e2a-b070-43ed-864f-a117e34040d3,9910836.34,80.9,0.249,recurring,11.2,32.4,1
37248769-47cb-45da-8afd-a8b7bc10fb82,1173629.58,37.4,0.326,poc,5.9,42.9,1
b27678c6-715f-4849-b842-c32d0cce3a86,6391539.82,45.9,0.435,poc,17.2,20.8,1
dde45f19-10b7-49d8-9fab-46cec1235a2b,6785430.42,73.5,0.112,poc,25.4,34.0,0
806cddcf-a4ff-4997-8d43-b26a35152942,4602046.01,66.1,0.296,poc,22.1,19.5,1
071575e1-9a09-44cb-ba53-edd47c2d2fbf,2504920.17,95.8,0.489,recurring,0.0,19.8,1
6d51bb8a-5888-4e21-bbfb-af22fbdaca1a,13690813.51,51.6,0.259,contract,29.8,25.2,1
7623589f-8797-4f9b-889d-41e0030d2277,1563237.35,88.4,0.604,recurring,7.9,29.6,1
0024b7cf-f496-4edb-a38b-6a1dde2d091f,10225586.81,47.0,0.164,poc,14.6,33.9,0
22033389-c96f-40de-910a-60472be6c2f0,835309.27,72.1,0.487,contract,13.9,27.9,1
73bd2f86-f0da-4a0f-be35-1e3cf249240b,5824182.91,83.6,0.265,recurring,8.4,20.0,1
e5e23c8f-9e98-4fec-991e-941fe8f4a567,5991122.88,60.2,0.258,poc,23.2,24.8,1
372c7f35-a64a-4c72-9692-9445de03f8df,6405400.46,78.6,0.468,contract,19.1,21.3,1
a767d1a0-9ea6-4963-b804-0c884eae8d92,2926022.62,100.0,0.485,recurring,13.1,17.7,1
d501f185-8924-4435-a438-5950b562808d,4933795.22,77.9,0.322,contract,12.2,26.1,1
dc918d8d-fd90-4a11-ae92-01dfce6ee508,6375935.94,59.2,0.303,contract,6.9,24.9,0
854c3f86-c29d-43e3-9992-0ce1d4ee23e2,9445287.5,73.2,0.336,contract,16.5,24.8,1
bcfe6b52-72ee-475a-aa03-0134d66671f8,6523435.73,57.0,0.405,poc,14.2,33.2,1
5e9ffe10-0c83-4211-8278-8d6fb08d88b4,8053872.93,49.8,0.603,contract,10.2,24.7,0
c6ba3aeb-f4a0-4b30-8c3e-524be04731be,6017522.18,50.2,0.167,poc,30.3,21.4,1
926ef185-7d88-4d9d-b9ab-d0fd738fe774,6428766.98,16.6,0.3,poc,27.7,49.5,0
6773b8ac-fd66-417b-89c4-4aca8383a319,3564389.24,69.8,0.115,contract,17.5,26.4,1
cd919727-e32b-436b-9d1c-cc3732eac115,3226346.4,31.4,0.589,poc,27.5,14.1,1
a909cb1f-6390-41ae-b17b-978eb9800cf0,10020381.75,75.9,0.657,contract,34.3,11.7,1
28336578-7d96-4ae0-b161-1995e089238e,14255529.99,85.6,0.434,recurring,0.0,19.5,1
d085e70c-7d14-462e-a427-9775dbb84554,2734722.7,95.6,0.333,recurring,17.1,32.8,1
e7124cba-a3a5-4b4b-88f4-51b07a597f2e,10584302.71,83.2,0.697,recurring,5.2,1.0,1
dd1d2d54-72c4-49b5-8898-d1b693e976ae,4248067.71,68.8,0.437,recurring,0.0,35.9,1
dfb054a2-3e2d-45cd-9800-ae3bddc39922,6640546.82,81.5,0.295,contract,8.8,15.3,1
aea0760c-6210-44d7-8996-ca2eaf4aaab4,4085006.35,0.6,0.052,poc,19.6,23.4,1
388bd9da-9fa6-45a2-a398-08b320a25bc7,5560022.48,96.1,0.387,recurring,3.0,16.8,1
7cfafdc9-76a6-46df-9bba-b935a3292b0f,4765503.8,76.5,0.568,contract,7.6,12.9,1
5b54a52d-ac76-41c2-8627-b53bb39473bf,4229046.8,65.7,0.189,contract,20.6,20.7,0
6097473a-a666-4c42-a5b0-daaf2d1368a5,1419797.19,40.3,0.418,contract,4.6,27.9,1
54e8649f-3d07-4313-8e1d-0fb34c9e7db5,7293418.29,86.0,0.506,recurring,7.2,38.8,0
cf9589f7-674c-49b9-9599-54529dcc867d,1868187.81,62.9,0.229,contract,0.0,28.0,1
0a15ed18-924d-4a6b-b583-f3cfb72da8b4,11810381.85,68.6,0.228,contract,8.7,33.6,1
db9547ce-a490-4bb1-be42-6d11ba34a315,4804700.68,77.3,0.121,contract,11.9,40.2,1
a59465b1-6be7-4010-9afb-4587aab81cff,3178267.1,13.6,0.119,poc,11.8,38.0,0
62330939-906e-4ec0-9824-a5049d0bb168,3696868.68,96.8,0.687,recurring,11.6,27.1,1
d693b89e-da4e-4035-b628-d61737cdc0c4,3445056.29,80.9,0.166,contract,23.5,28.7,1
afced623-3d18-42c0-b1f7-29c5d54567d7,11061941.39,28.6,0.107,poc,29.3,34.3,1
ca0e8edd-7c1e-48e6-a86c-d19dd2911437,6180931.88,93.6,0.659,recurring,0.0,20.6,1
22f870e7-8965-4b6c-9ea4-cd977dadaf4b,11007272.21,90.3,0.432,recurring,0.0,24.3,0
8d891bae-0826-42e6-a05e-e64b678a33d4,1846252.44,65.6,0.369,poc,23.6,16.6,1
0431ab69-a320-4fb1-8253-416761312ad4,40900334.29,72.9,0.282,recurring,14.1,41.5,1
813d45ff-6569-401c-b6cc-e8e67178c033,2937544.7,58.8,0.122,poc,9.8,26.1,1
adfacdf0-cb24-4963-a8ec-4d0499d8201b,4042686.77,63.9,0.204,contract,5.9,22.5,1
390740df-f00e-4eaa-9b7b-a241226511a8,9358977.17,17.4,0.51,poc,8.6,31.6,1
62444195-393f-4498-870f-0a62958f114c,12036002.86,42.8,0.137,poc,2.1,31.1,1
c359c4b8-4be1-49c2-8ccb-9e2706c7509e,9045142.73,80.5,0.3,recurring,0.2,19.3,1
5d8795af-35f5-47d7-b68f-fd2929a16f6e,792898.43,78.2,0.481,recurring,8.7,33.9,1
4c1a6315-e6c7-47e1-bd79-574035ef6812,16970798.5,33.8,0.196,poc,15.2,48.5,0
f65e457c-1b46-4891-aa2d-196471a60931,5252612.53,57.6,0.069,contract,30.2,24.6,0
494d36df-c532-4b1f-8eaf-12effc46e40d,6994631.73,39.4,0.257,poc,22.1,50.9,1
432f407e-1c55-4407-8bd1-4c90be8a4392,3431473.88,54.7,0.518,contract,11.6,40.1,1
22286b00-1dff-4bb2-904d-b5289f02e4b5,10131822.77,31.7,0.145,poc,13.1,35.2,0
f1ae399b-d908-49a4-a0f0-5815c26406d9,5640860.98,97.7,0.243,recurring,14.9,16.1,1
9bd5681c-85e0-4802-8cdb-df11bb0073c8,4331294.7,35.4,0.483,poc,29.2,53.3,0
2fc73ffe-541c-49b1-8e9b-98aa271bdc0d,5245228.13,82.5,0.61,contract,21.5,39.7,1
904952ee-624f-4393-b5dd-9815546f3494,2443061.41,57.9,0.399,poc,26.8,44.0,0
3c09035d-7886-48cf-847e-835555198bf0,5657036.68,71.0,0.562,contract,5.3,18.5,1
3a2be811-bc67-4ccc-a4f1-6c969af11c40,4002927.99,100.0,0.342,recurring,6.2,24.9,1
e591b14a-3ab3-402c-a4c4-4640ed98335c,3825289.94,92.3,0.3,recurring,0.9,19.3,0
775d8ba5-6aba-42d4-a5da-076ba33223d7,2837840.82,62.0,0.264,contract,21.7,27.5,1
19a51287-a76f-4a02-a328-7be098128408,26694638.76,22.4,0.45,poc,13.6,34.0,0
f4648dc1-cac4-48d0-98fa-33b91c2498e6,9237553.08,67.6,0.496,contract,20.7,36.4,1
bcfc14d2-2d6e-45ba-a294-1763a1f73533,2484970.93,52.9,0.595,recurring,4.4,16.0,1
2ba44ddf-6788-465c-8273-75c0fd0d29e2,6568853.81,43.3,0.217,contract,12.7,32.8,1
2a46d959-a476-4c3a-aeab-3d151aa3c5bc,10215235.0,45.9,0.284,contract,10.6,39.3,0
1f9bc662-5094-4807-bf92-fd3c97d323cc,6923397.2,100.0,0.562,recurring,3.3,39.2,0
7995ecc6-c90f-41ad-b4ca-19398d9bbf9d,17168882.74,39.9,0.176,poc,19.3,31.9,1
ae8b874d-159f-4d4c-9457-398940b42911,3059257.06,82.4,0.654,recurring,2.1,23.0,1
297abb45-f855-44dc-81c2-afc8715bbb51,3859151.93,57.2,0.361,contract,11.8,17.8,0
9baf1ad8-0af4-4bee-a0fd-e39c22ffb948,3569005.62,95.4,0.283,contract,12.0,11.6,1
a6ddc81e-2900-4e1f-a7d9-6e5baedbb12c,41505719.89,74.7,0.412,recurring,0.0,18.6,1
fbb51592-3edc-430f-9086-318170d8a7d4,23573597.01,49.5,0.265,poc,13.2,38.1,0
972aa5cc-03a8-4c68-beab-df6b668d3b29,1666638.44,40.8,0.486,poc,29.4,30.4,1
ba615baf-098f-46a7-9603-7530775ad0c7,7369358.18,72.4,0.054,contract,1.1,31.8,0
a6a5d224-4797-4a85-8d65-77e7050c6b46,8209550.02,80.3,0.124,poc,23.1,16.8,1
9b43add9-ab24-403e-94d8-94fd85442d13,2175841.21,35.9,0.433,poc,4.1,42.1,1
fbf09bf2-9f19-4612-a27b-1dab2bed997c,6826994.58,79.5,0.258,contract,14.1,9.4,0
d3cc32dd-d23d-414e-aeb2-88cc410d646a,29697177.74,43.0,0.324,poc,19.4,28.0,1
cb12c273-d902-41f3-9c36-d05abffe0310,6583873.54,86.6,0.848,recurring,10.7,24.3,0
d3d5a984-4662-4454-9910-bb218d292ffc,18942927.45,69.2,0.629,contract,16.5,27.7,1
e0f42175-d92a-4956-a8f2-f12d731be352,2113778.82,47.6,0.292,poc,18.7,34.3,1
9c8290f2-a0f9-4eb6-8dcd-2a956829cc90,5758254.16,77.4,0.26,contract,11.0,18.6,1
27ada138-1b30-4388-864a-e17b9a617561,6145926.76,87.0,0.447,recurring,0.0,23.4,0
f6b6635b-d12a-4de4-890e-02a80c64e56b,2258218.32,42.7,0.072,poc,5.0,46.0,1
814c9aad-acf6-41fe-ab39-4e8935c0615e,17835297.29,86.9,0.272,recurring,5.7,25.7,1
b805c4db-0a42-46c8-be69-36b7f48f8502,6333303.98,43.2,0.475,poc,32.6,12.7,1
1eed0987-081a-401d-a04f-81ff1bea4e9e,6699268.18,47.8,0.072,poc,28.9,31.4,1
1dcd9c56-0923-494d-a313-b02ca2413112,5746997.05,52.0,0.237,poc,23.1,12.3,1
f2799bed-a7f4-43e1-96c5-7939f0af01be,13477198.93,89.6,0.36,contract,10.4,18.5,0
374d3f7e-b8f8-4079-9e3c-5d9d43b19662,7777247.32,67.5,0.497,poc,24.2,20.1,1
fcb0a2eb-06ce-49b7-9ddf-c03eb7ebed35,2914510.46,80.4,0.274,poc,17.6,16.0,1
801491fe-c222-439b-a6d8-9ad35e57ee01,11338201.77,49.9,0.405,contract,2.4,33.8,1
42fd8422-f872-4a42-859f-76c62244a506,2229053.55,36.9,0.451,poc,24.2,31.8,0
cbafaa09-82cb-43c4-8c05-bff75a2c25cb,3330526.45,68.9,0.278,contract,16.7,34.0,1
3ad7dce3-7fe4-4bea-9e44-13df49fd4d5c,23609643.18,94.1,0.29,recurring,8.7,25.8,1
f236b146-f329-4b23-835f-ab6b7e015b3a,3599071.21,68.0,0.707,contract,25.9,34.9,0
92c0b677-291e-4f3a-854c-3941b3d7b3e4,31487033.6,55.3,0.531,poc,17.3,31.9,0
090bb3c9-f873-4a24-a0f4-9a565acafad5,5145260.46,67.0,0.172,contract,22.7,20.6,1
298a6733-b6b7-40de-afd2-6979d30bf624,2535813.43,42.4,0.192,poc,15.3,44.4,0
fd375925-f726-4694-badb-19742817b655,3894123.67,41.5,0.326,poc,11.0,43.4,0
2cf09431-7bf3-4823-af38-50f541307ade,7046691.26,71.4,0.344,poc,16.7,14.6,1
a28e5908-aa85-4a95-8e4b-f4d5c98fca0a,3960768.18,37.4,0.186,contract,27.8,38.1,1
c30feecf-5f36-4b54-8004-5a587482607c,1650085.16,27.5,0.302,poc,26.9,29.2,1
108052ec-29b0-423e-a994-8156a7a5c3f5,9374951.52,27.4,0.76,poc,29.9,38.1,1
915ce71d-8cae-40ee-b7fe-718fba80b3e3,3758707.95,76.5,0.261,contract,23.3,19.7,1
132ac027-3110-44ef-9210-7c8bc7506186,11546179.69,30.4,0.404,poc,29.9,27.4,1
926dd21f-7038-45d7-8ca5-5b2dad1b7e1b,1292420.7,30.4,0.057,poc,37.7,37.3,0
00d40d87-53d5-4dd5-99d3-0e7763c1a0f3,5717143.62,53.2,0.165,contract,14.8,40.0,0
3d909699-8559-4e59-a41f-65e0ae64e666,11340198.01,35.0,0.296,contract,2.2,31.4,0
cf10e5a4-8b19-4688-9675-3fa23d36b7aa,9081635.44,64.1,0.223,recurring,1.1,26.6,0
4d102b50-5277-48f2-a2e5-3bb215f8d379,3923050.09,61.9,0.138,contract,18.6,33.6,1
0f6b7b53-790a-42f9-8294-c57d84b96b23,4566081.31,90.9,0.014,contract,0.0,13.5,1
9b5ccf9d-7adb-4f6a-9a11-8d6d3e6859d7,11111201.54,70.0,0.27,contract,17.6,36.7,1
383e06bb-6a2f-43ba-9644-78ab50c018b1,4725248.96,40.2,0.333,poc,5.0,34.8,0
464ecf00-53b0-4174-a013-b0a4c81df23a,7318422.38,84.9,0.392,recurring,1.2,24.6,1
116f2c34-f32e-41f9-ba7f-0f5a70d83140,6185572.23,58.9,0.269,poc,18.2,30.6,1
9751c54a-41b4-4f86-b379-55ab98aa215f,1170113.63,35.1,0.118,poc,28.6,55.8,0
4ab084af-4a96-45a1-b346-136dcc791aad,1417431.56,40.0,0.373,poc,25.2,27.4,0
79422464-dca0-4ec7-893c-54c331bfbd51,28856854.79,77.1,0.667,recurring,2.8,32.4,1
f6e704f0-b74a-430c-a2ac-16085df8cd83,14647110.3,63.1,0.266,poc,26.0,24.6,0
f515b76d-e786-4719-b1fd-857d2f320da6,2189725.96,71.8,0.211,contract,6.0,21.0,1
f26a5430-0a99-405a-b309-bc0d9a3157b0,2448395.92,68.8,0.204,contract,0.0,29.0,0
36d93fe1-1de6-46fb-ac5d-99f246d4f8e9,4974036.43,16.8,0.183,poc,23.8,53.3,1
4adc9bb8-4d6c-496b-a952-a6e0ec92150b,5317961.89,40.7,0.432,poc,7.3,34.6,1
ee4931b4-ad70-4a7f-a6be-af9392f6a0ce,4003878.68,42.4,0.381,poc,29.4,25.6,1
e3e31d12-04a5-4816-9ac0-d771b0956c34,2047388.79,86.2,0.321,recurring,3.6,41.3,1
1548ccfc-931c-4ae6-995f-eeae2da26ef0,2839286.42,23.5,0.225,poc,17.2,23.4,1
cb95ca76-ed31-4fa2-ad29-8d87c1a4c36f,2242026.76,62.9,0.108,contract,5.7,27.2,1
9fa8ac5a-89db-44b9-a4e2-0c06843a7c42,6754715.55,59.8,0.56,recurring,0.0,16.8,1
a93611d6-5377-4dc5-b8c0-f724888853c5,5194780.58,83.3,0.362,contract,0.0,4.7,1
b706ae74-d699-4612-8824-0fb09821ad07,3998791.03,27.8,0.405,poc,10.8,30.4,0
f53e6877-6865-45ac-89b8-ef70808712d5,3581833.07,95.4,0.295,recurring,1.1,21.5,1
18365fba-1e4f-4ad6-804f-6307c10898e3,4947459.86,36.3,0.145,contract,13.5,27.3,0
78985ba4-e224-4f7e-9f54-83b536312816,6561359.18,25.0,0.449,poc,19.7,25.3,0
4bbef077-d79f-4dec-9ade-2ebe97a35e77,12341670.58,92.8,0.358,recurring,5.7,11.3,0
1424324c-0869-41f6-b764-35b781e0d01a,1958978.45,86.3,0.427,recurring,3.1,37.7,1
a9147dd5-8973-4056-ab86-9009bb7e9d5b,5993680.3,78.6,0.557,contract,23.6,25.8,0
033508df-eb57-4b7a-8496-7eaf519669e0,5497587.99,13.2,0.061,poc,16.1,36.2,1
f417580e-a97b-4a37-8204-d2f6e2b2773e,4082564.04,81.3,0.333,recurring,0.0,25.3,1
4a286bb7-ebcc-4c8e-95e6-3b1bd6c6625b,4020774.15,20.2,0.441,poc,27.8,29.9,0
5ecdf7c3-06ec-44e4-b435-a225631a20db,21001385.35,39.0,0.118,poc,17.8,45.1,1
30ba340e-4201-4b88-b91e-11e244a9b46a,4256059.68,76.0,0.198,recurring,13.6,11.6,0
4355d13e-998f-4f2d-81c5-eea9c7457658,8848687.64,92.5,0.26,recurring,0.0,11.9,0
db87e842-28ce-4531-9e51-55f1d507ec68,9745843.53,94.1,0.566,recurring,3.4,10.7,1
0107aa43-aecf-45fc-b664-854a07bc8c86,3037557.09,14.8,0.297,poc,8.2,30.0,0
a620db5d-e912-47bb-b7aa-4a3b688086a6,5468565.65,61.4,0.378,poc,25.1,31.7,0
47946ad3-b04a-43ef-a435-941e310158f6,4681869.48,75.9,0.809,recurring,0.2,52.4,1
7cac198d-ea41-4755-a61f-a006d15f283a,5501161.8,89.6,0.378,recurring,1.1,26.8,1
c128cb71-1292-47d5-8380-b38692835367,6120324.36,31.2,0.569,poc,21.5,23.5,1
8c565e8d-53da-4fdb-a579-c157291e5a53,2619168.0,56.0,0.07,contract,2.5,16.0,0
a7845372-58b8-434a-ab10-4c4c401a0ede,3387782.56,100.0,0.363,recurring,5.5,4.9,1
bca932d2-b8d5-47cf-a718-ff93c0467a22,8854895.71,81.0,0.451,contract,3.2,28.0,0
b3fd8cc9-6add-4274-a96a-1ca40e687afd,3867437.64,31.0,0.24,poc,20.2,37.0,1
888d2cad-cc0a-46a4-bf9b-9ec1d370e782,4865745.89,22.7,0.089,poc,16.6,57.8,1
dd2aaf03-8505-4c39-9f59-d4ecb7e40734,18865905.92,100.0,0.345,recurring,0.0,18.4,1
f506387f-3b37-485d-a726-6f2b6c96068e,6362002.86,100.0,0.306,recurring,0.0,26.7,1
e0ffabba-a78f-42c6-b672-d85f569b4193,7953359.26,67.1,0.237,recurring,0.0,11.7,1
f489f0aa-a8ad-45d5-a028-0e59e2aebea1,4160020.58,51.7,0.081,contract,9.0,33.1,0
17cf4361-8fd7-47f4-a74e-d632dc647315,14238120.41,69.1,0.22,contract,18.4,51.9,1
a255afb1-843e-4fc4-b206-eb823fa22f9a,22885621.71,74.4,0.488,recurring,6.0,15.3,1
0bf6bda8-b1f0-4dac-a7d4-ad7f5213ceb8,5501095.02,72.1,0.437,contract,27.5,34.8,1
9aeb8be5-e4a2-49b9-8526-8f21c310f5f5,9565345.86,47.1,0.328,poc,30.6,33.0,0
51f62e59-9bc3-4d3d-8a19-46d01ce92dfa,9645688.57,50.9,0.477,poc,23.7,21.9,0
50517ef8-213c-4d97-ae63-3cba1f67c3d5,4804805.98,22.4,0.05,poc,35.3,27.6,1
5a76527b-9d2c-491c-b753-d98e0c67ffec,7180714.14,47.2,0.069,contract,8.0,32.6,1
59a298a9-a4d1-45c5-8418-2a4b3d56ec37,6524966.27,79.0,0.413,contract,25.2,30.7,1
81c6b45d-5fe5-4366-b92f-04406c96b9a3,3860367.37,88.4,0.31,recurring,7.8,13.7,0
42f459fc-d94e-4887-9f1c-2a669d6524a6,6282294.48,86.5,0.728,recurring,9.8,1.0,1
97c9dc3e-c6de-4c03-9e9d-2312542859b5,9857125.85,100.0,0.505,recurring,0.0,20.6,1
2610c24c-2cb5-4f97-bc9a-aa3d4231d8a5,13052358.35,55.8,0.367,contract,9.3,36.8,1
4b4d6443-c2f6-486d-b232-1b3f79275d5b,4065089.34,90.1,0.234,contract,17.0,38.4,1
89731b69-7e85-4e27-83f9-835ebceec16f,2918553.49,62.8,0.383,recurring,19.1,8.0,1
708a11a5-cc9b-491e-8c67-b166082a8c95,2182376.2,38.6,0.172,poc,4.1,34.7,1
9263a05c-da81-4fe4-88f2-cb9ad97c30cd,17739898.06,62.0,0.085,poc,31.1,34.8,0
3a70fae3-067d-43e1-b89f-2c2bbdb9bd13,1907964.67,56.0,0.085,contract,6.2,42.5,1
314048e7-b3b9-4266-bf65-85d8c7365b40,17851420.74,60.7,0.22,poc,16.5,28.7,0
17adfe88-a361-4071-b718-a2e833aa7edf,4826936.39,41.2,0.386,poc,12.6,35.0,0
8d369604-07ff-4388-b96d-4e8f98c7c98c,5532726.68,45.8,0.227,contract,26.7,38.3,0
e4276951-1953-4506-92f7-b4c1e956f8be,5996762.62,59.5,0.527,recurring,19.7,13.6,1
ac145c0b-5b87-4d86-8ad8-9b874e897adc,10563858.57,75.6,0.154,contract,6.4,32.4,0
a852eba0-8c9e-4c41-b615-228b4199a937,3069590.8,45.0,0.195,contract,8.4,31.0,1
11d69f6d-07e0-4dab-b242-2ad24b7663b1,2457567.94,57.8,0.119,contract,23.8,27.6,1
be09a0d0-f792-4f85-aacb-bc9dfd22886c,2039405.59,74.3,0.319,contract,12.6,26.8,1
596ffcd4-9f96-4da8-9890-732251f899c3,7585295.12,58.6,0.111,contract,0.0,27.0,0
ccad8b2f-d330-4e7d-9f13-4d04d4b57861,3937757.3,89.8,0.042,contract,11.1,37.8,1
5a55a436-5bc1-48a6-8534-3ecfd1e84d43,6189220.9,40.5,0.068,poc,27.8,40.2,1
a9e7c140-3b10-4540-ad82-97c92aa8dbad,2911744.66,89.7,0.224,recurring,0.0,37.6,1
009b48c3-e236-4132-81d5-2fa3d3a2621f,5126685.39,52.3,0.462,recurring,0.0,30.1,0
cd36e2fc-80a3-4635-85c4-ae2333ebdcff,3342593.42,48.1,0.317,contract,6.1,21.1,1
affd821d-ce41-494e-a2ac-2e9c3552146c,5843446.73,74.6,0.392,contract,16.9,39.0,1
20c14610-48d5-4711-a8ad-e3c10f821d1b,3223336.18,32.1,0.504,poc,13.4,20.4,0
faff7f8b-9206-43ce-be3a-f051e67da3a3,5138630.64,69.5,0.108,contract,24.1,23.7,1
531de725-45a8-4239-9f7f-1c52833e1437,6351527.87,71.0,0.409,recurring,1.6,31.8,1
fa2dc747-9f68-4481-adc4-9c4b9f0c2034,1593899.35,87.3,0.584,contract,10.1,19.0,1
b975a604-9f10-4576-a615-b1db2078075e,4845199.98,77.4,0.38,recurring,0.0,36.5,0
12afdcf0-ec29-45d8-b952-ae2169b982fe,6511509.5,34.8,0.284,poc,23.9,33.5,1
1c9466b2-9f83-459a-9411-fe65d983a13a,4476397.67,100.0,0.363,recurring,0.0,33.8,1
0d9f7e83-664b-45e3-85c0-d5d2dd34638b,11397846.09,47.4,0.076,poc,37.1,32.6,1
c7ebf1ba-31d4-4b9e-b1a6-ea505ecb212c,3249891.15,94.7,0.279,contract,22.6,17.4,1
fbcb4110-ebd6-48be-a341-62567c795bff,13314427.71,94.3,0.297,recurring,9.0,12.1,1
e0aeb4e5-52be-4a19-a28f-7da753fdbcde,4045190.43,69.5,0.421,recurring,10.6,27.1,1
861b2ef5-770f-4ae8-b908-36d3a3480df2,2441393.47,68.8,0.262,contract,21.0,13.6,1
a0a0a08c-a31d-4ff9-94d8-2addff7f9a4a,3010905.99,42.6,0.185,contract,18.9,40.1,1
57cf8326-6507-4121-bf39-6813f86f5c45,5508978.6,49.5,0.416,contract,10.4,33.0,0
fca83215-36de-4cad-a153-cb399d4def0e,16179589.42,99.0,0.751,recurring,17.6,19.2,0
fed1e6cb-d655-4367-bf01-b48b8df4528d,11466994.83,100.0,0.421,recurring,16.4,1.0,1
8caa7a17-43e3-4f0e-9636-ceb6d7188110,4854368.74,66.5,0.212,contract,11.9,46.4,1
2017e987-9788-47d3-a529-87aa8b929d59,5211075.63,51.2,0.58,recurring,8.6,24.5,0
f15ab9e5-c928-4ad5-bddd-499ad0a022fa,6380358.7,88.9,0.409,recurring,0.0,40.4,1
a8c26b02-220f-4efa-ba0e-5b0ed49bac73,4331343.16,66.5,0.46,contract,9.5,33.6,0
9d21fd9a-6e1a-45aa-90c2-3596b7d915d6,9565067.66,46.0,0.26,poc,17.7,8.4,1
c09109ce-22f6-4cc0-9e7c-12054290f663,3754328.65,35.0,0.454,poc,25.1,23.9,1
f26d84d5-fa4d-49b4-add5-b0ca0be8b0a1,8454959.71,53.0,0.212,poc,19.6,35.5,0
ec11b6bc-497b-4e64-8c9e-f6631ee97fdc,10711525.49,87.7,0.379,recurring,17.6,23.9,1
5afeea36-4e8c-4254-9957-a642aecee1fb,3709271.48,69.5,0.386,contract,21.2,25.0,1
80f14f09-37ad-4f37-96c8-fef24d6da198,7123023.29,77.7,0.14,contract,5.2,22.0,0
9dc9b96d-578e-480f-b57a-e0cdf563a568,4618211.82,73.7,0.43,recurring,1.9,20.2,1
45d3e152-5ed7-40ac-af1e-2b6528303e56,4328152.16,46.8,0.488,contract,11.0,43.8,0
d56b4489-0e00-48a1-b85e-d1367e70b7e0,6111698.4,72.7,0.233,recurring,0.0,29.8,1
fe1ca840-d065-4ed2-b478-f762fd51aa01,5694687.5,72.8,0.615,contract,0.4,16.7,0
4abdb7b0-2641-430a-8c17-de12f5b7356f,6845487.34,82.8,0.195,contract,12.3,36.7,1
fd82c860-a7de-4cba-8fa1-44f562e61c82,3684060.91,52.8,0.202,poc,27.2,38.6,1
6de93671-668c-49d1-b29f-8e80cc9f7171,4214560.78,54.6,0.817,recurring,11.3,41.3,1
f50967cf-9943-4757-8bca-a9826990ef30,3049411.57,57.4,0.064,poc,31.9,18.3,1
8531dd79-10ed-4f40-ba20-23ef92804923,10429030.04,56.3,0.185,contract,14.4,28.2,1
b330d195-4fc0-4967-8f8c-15fc722ba74f,9858121.57,38.3,0.242,poc,10.9,50.6,0
78ef97fd-3ea6-4a3b-b000-f9048f20303c,4541203.29,79.1,0.539,recurring,8.4,15.4,1
08f2136b-252e-4f43-a9a6-f1955f7a3874,3218974.48,76.1,0.07,contract,7.3,38.7,1
577d025c-b085-4ae0-a78f-bd8a390bb0e5,1543371.44,48.1,0.226,contract,24.6,32.8,1
