id,outstanding_bridge,current_cash,verified_receivables,monthly_burn,runway_months,past_investment_count,recommended_option
378e5fba-4f3a-4098-905d-13074afc0b06,33256860.17,28684313.77,69138963.26,3380268.87,8.49,0,A
8edad8fb-0659-4a95-a9a3-24fab906a4cf,28968261.53,2803095.66,37148387.15,13473076.25,0.21,1,D
ef013bcd-f596-4224-b522-afc20e396b1b,33860604.13,14051136.29,57808993.4,6701644.33,2.1,5,A
09f98182-10b3-4e76-bd0c-5e44c785d98e,30347019.02,4171190.32,46673376.74,7278047.31,0.57,2,A
23c9648a-850e-452f-b39e-def3201e65ee,25644383.45,6131735.05,52882305.41,8372845.18,0.73,2,A
dac4c232-2497-4886-8bea-cea60096e8c2,15394177.03,73399454.27,27032381.97,10200055.36,7.2,3,A
86790997-f2ec-4b84-97d9-b162da530503,32961903.59,8952138.54,11864310.07,6515001.4,1.37,1,D
a8cfffeb-8b9a-41af-abb8-53d891df5bb0,21522995.7,1940740.15,36784653.25,6861807.51,0.28,0,A
b615e68c-3ef1-4793-8ae6-93b396f1844a,33523585.73,7171766.4,29661054.75,4228439.5,1.7,1,D
15704dab-d0f9-42d1-b02f-f356c2f05662,15051219.54,25539804.21,26331870.29,4291608.44,5.95,1,A
1891de2c-da98-4236-99c7-d055c522db39,17598238.26,3233973.79,28163270.67,17757675.1,0.18,0,A
89a4c9fa-d9fa-48f4-bba1-615c7f50e987,9510673.26,14924276.53,7165494.67,5316001.37,2.81,0,D
957335f2-dd80-473c-a8b0-871100a15df7,19017977.36,11248570.54,36382924.82,3133259.81,3.59,1,A
6a813349-b436-472e-b621-98a2365d1d95,26424051.23,3616775.87,22242427.29,4265434.25,0.85,1,D
499470ab-f3f3-4aa6-afb3-a10db9f41358,21448208.59,12634840.67,29586205.2,2488488.42,5.08,1,B
436d7f28-fba1-4831-a3c1-b37fdeec48bd,63167781.37,5081906.98,110281469.46,8776800.36,0.58,0,A
9231d405-b355-4132-93c7-b11843891370,7622972.66,16455759.66,15534840.24,7259404.16,2.27,0,A
f0a76b08-a578-41c0-bd68-cd5d0b70a138,13415047.3,8272086.97,18506920.42,6682479.23,1.24,2,C
1c2c2a59-392c-4799-978b-9be9fa64410f,22240146.73,4944999.07,5585249.86,5833026.6,0.85,2,C
911e184b-8f05-4019-a3c8-78fc8c87ee63,35619154.07,10510221.42,32053220.5,12456970.86,0.84,1,D
fadeac8c-0b62-46a2-9e33-547452df29bf,20039820.1,30163289.11,32395181.53,2325804.3,12.97,1,A
acb4e590-55b9-4cf6-b1ed-3b5ac12a1b12,11855802.11,32584739.23,20906566.08,5222715.66,6.24,1,A
99679ee0-80b5-42e3-b57f-b8f8b2508e26,29266055.55,16207880.0,30210151.7,3112222.45,5.21,3,B
7a192192-a787-48b3-b4a6-81a5ed834cc8,72042263.67,8937217.7,49544893.84,4980239.88,1.79,1,D
57325e7f-7d98-494d-8f7d-c8b592caef10,22163362.8,7449762.98,14394980.59,4895980.58,1.52,0,D
eaaa1c90-376c-4ffe-b8a0-22f3752b33e2,5253964.16,28851148.9,7087251.8,3607082.69,8.0,0,B
7c6947a8-2a47-4ee4-9c8c-44dc09984446,51113864.84,2895387.15,63966932.29,10671693.74,0.27,1,D
9a15298a-8588-4704-b88f-6a34eb8edba4,35743672.69,17885690.24,8291699.21,4395357.68,4.07,3,B
b0931876-86a4-4b79-98cb-1b631cf6b7b0,9241901.25,8218054.94,14037059.11,5385339.74,1.53,0,D
241b418f-65ef-40c3-baa8-13eb78c8e95f,84087883.81,3809587.44,51085190.03,3036940.75,1.25,0,D
c3672728-9d8a-4f49-9ece-c4c72758a712,13959457.22,37409095.16,6201206.22,9084988.08,4.12,0,B
a95b8635-9c71-4315-b9b3-8aa2f2d203a6,10114889.9,27562939.78,15780862.67,2912864.36,9.46,1,B
bd32f592-2f86-4d4b-91c5-5ce9878f9823,43326708.24,5826036.39,19345965.35,3595472.66,1.62,2,C
0107a686-68f4-4221-8b52-475c922b0b34,20433155.89,18515669.57,12451297.27,3403544.09,5.44,2,B
2f1c1d8f-12a4-4997-8fff-f319fe71902c,11609125.44,14950544.74,24116216.44,5004610.79,2.99,1,A
f028e937-cd85-4730-bf42-ca3c360f117b,51876231.34,4119876.15,93082653.68,7152757.03,0.58,0,A
bbcd0526-4608-4b57-82c7-d1c55bdfb1cf,22299875.82,9325334.64,9167126.77,2993194.86,3.12,1,D
cb58290f-0616-4867-8e66-08a74bf3b7de,13890615.97,49337946.67,25010319.61,3989583.32,12.37,0,A
2d50b812-f1ee-4be3-877b-b295bb795033,17918589.92,5625875.29,14225638.14,5919098.84,0.95,0,D
e39bb213-8dc2-45db-a2dc-afdd2a2329bf,12220646.63,18654724.13,24978005.67,3492625.31,5.34,1,A
0e6c7b54-19c9-4989-8ee7-7e6315c27a35,92481152.93,12160071.82,120872554.61,3654423.12,3.33,3,D
0ce8b5bc-0f89-45d9-b018-19db39bb8d78,12422022.21,9940374.03,9160081.65,9752780.89,1.02,1,D
8f921099-d1e8-4bc3-aae8-f2529d5d8c79,11372672.54,14480125.26,6833345.47,3606437.22,4.02,1,B
f9048e49-2150-479a-ab8f-cb30a995a80d,47413719.54,5275676.23,13331296.64,12498028.93,0.42,0,D
92e50a31-1217-41b0-b686-d77e053e870d,17195363.89,4527439.64,8944412.82,4205718.57,1.08,1,D
444f98bf-1f26-48d1-9885-660cd14ea344,11232172.7,31716628.95,19421561.31,3647381.48,8.7,2,A
17a679f1-1fe2-4733-9fe2-650f882510e9,26669894.29,13843658.85,12963374.47,2454806.73,5.64,0,B
c70a13a3-ba1d-4d55-9bb8-dfdffc9c6558,19618251.46,16972087.67,20923806.41,3394887.26,5.0,1,B
376af03e-3a31-46b7-8e8a-c67a2879c9db,11153987.19,6630396.18,12090923.43,6261804.27,1.06,2,C
6802c71b-5fad-49f8-b90d-a5adb719dd43,16272878.02,5618054.5,22884922.19,2774061.69,2.03,2,C
e76d2ec8-31dd-4b8b-bc3b-812a316cbdcd,10827352.82,21690591.13,5921906.98,7080875.61,3.06,0,D
c6a4d6ab-ce31-4590-b910-b3f4b0c04585,9881085.16,18438915.74,3940401.22,4481058.06,4.11,1,D
ce8af019-6379-45cb-8d2c-d968e1c691f4,5000000.0,12550470.89,2793827.74,3153739.19,3.98,1,D
c21cf330-72ea-4155-824b-386c931cf126,27218967.53,13539571.79,18831942.12,5840985.72,2.32,0,D
4195b83d-0452-46a1-9b22-f52380c45a17,16953693.63,5028667.33,31624593.57,16243829.8,0.31,3,A
7f0b40af-568f-436d-a02d-8d26bf42c03e,26375487.04,2512443.15,26391637.69,7536938.76,0.33,1,D
fb03af97-199b-4515-84cd-0047b3e511a5,6313152.88,15737421.49,7244016.08,5246036.28,3.0,1,D
02adbeb7-eecc-4b3b-9f6c-5bd747f39b53,6026905.68,70998338.7,5580588.38,16024570.92,4.43,0,B
0fdb695b-777f-4e13-8eef-40943cded3c9,12518219.07,3553177.37,21068408.85,4354564.78,0.82,1,A
0a216729-6db3-44f4-8e37-797d50982803,39482617.24,10407025.79,19544552.88,3378789.75,3.08,1,D
174925dc-5c45-4bb6-afa5-a7430aa29ee6,20543709.64,3473306.28,6726792.54,4070392.95,0.85,2,C
a2493138-c76b-47b9-9d5f-6abc1d946535,25654766.92,19271625.67,15874069.83,4147449.51,4.65,0,B
cf5e8317-a265-4080-82f4-2db5c072123c,11014208.45,15243708.79,6118651.32,4501907.84,3.39,2,D
7e71b368-4660-46c8-a781-d89d13fa5164,97967836.33,9379620.22,53659844.98,3563930.57,2.63,2,D
dc07a7c5-9dc8-4d94-9cfd-0eb7f2cf9d65,19799371.9,4756284.8,21866187.68,11210360.75,0.42,1,D
cb10f6e9-58bf-4175-b0ab-fcb19ec6dddc,26679706.16,50253377.64,46662286.74,8567884.33,5.87,4,A
b6394642-3330-48d9-8b89-d2caa405d582,20680004.2,73340273.97,15956724.6,6649886.28,11.03,1,B
b3fcd158-7b62-442a-977e-5cab66d583e9,21616864.43,2259835.89,42542309.23,4829951.08,0.47,1,A
3d8cab1c-582d-4c24-bcf2-b7ace3ffc188,32427401.53,5943541.88,51472208.82,2526506.59,2.35,1,A
983fb3ab-3209-4436-9b27-dafd12e1aaf9,19992088.91,25972718.89,17567669.05,5254546.69,4.94,2,B
cd8d5ac3-59cc-4d1b-a30d-19bac1bdb7db,19702698.54,6087822.93,8972243.99,7999007.2,0.76,1,D
6e5053fd-b5e5-4e55-8799-c1ca3f7adf30,32396644.17,9456718.07,14959305.47,8498223.94,1.11,0,D
112bfae9-9495-4007-8ef9-db519db081cb,57437864.65,6970538.28,34594728.7,7901050.66,0.88,2,C
ce79364b-eaef-41e1-aee3-bb8f21c148ff,20426401.92,10025494.78,20938752.62,3502211.43,2.86,2,D
8499885e-9ae0-4adc-9829-e0240e7efeaf,77001181.35,10144459.52,65085808.93,3177412.04,3.19,2,D
8f68c977-9bee-4041-9324-7e639330d999,19408304.92,2905906.75,7734734.7,6153035.13,0.47,1,D
f089e53a-3483-4175-b370-339092829ab5,20827555.73,12394799.94,18519286.42,4244332.95,2.92,1,D
7ef590d7-e4a2-4cec-8201-6da4d728622c,5987805.34,5939511.21,9858784.05,8640179.62,0.69,2,A
f6fc154a-7ac3-4277-a141-c12eb24ed7d5,31845732.22,13402377.16,19681596.49,3452130.55,3.88,1,D
5926e8da-83f9-4e9b-a93b-08c8fae6f7a5,18907570.48,3328671.94,29157503.58,8803459.69,0.38,2,A
3fa230e6-8398-433d-93a4-c25af5f5415a,18346734.34,3687417.48,7666283.91,7515552.67,0.49,2,C
fa8f3150-3768-4cbb-90cf-f62f346ba0d9,11848452.75,12967138.8,7033271.58,3813234.08,3.4,1,D
11470799-2888-4c2a-bdce-2d871443882f,49796783.39,9228874.63,25677520.01,3973326.85,2.32,1,D
c2c6c77c-c2ea-45b3-870d-b30a72122953,30674448.2,28906563.47,9383680.01,2924535.91,9.88,0,B
26831be6-4e6f-4b39-b5f5-1488c419e68f,21902665.97,2844335.33,14313286.44,3456722.26,0.82,1,D
ea6fd863-96a1-4929-a69a-ba94abc6c7d8,29196574.37,3222787.07,37778019.87,15837023.5,0.2,1,D
54436d3e-8162-424f-9b75-38c120fe2368,10014940.97,15025538.38,16098271.77,4089806.68,3.67,2,A
3fbc932c-3cd6-49e6-943d-2d13bb8bc658,33903481.74,4784894.94,69891010.34,5400350.1,0.89,2,A
1848f270-8c0a-4cae-9ddf-f29cab95a6b1,76596694.12,10285476.35,112257622.2,5657088.51,1.82,2,C
2efcfe20-6e50-41c9-ae96-36295b63414d,33335243.36,9035291.13,72659911.98,4031626.7,2.24,1,A
2aa2a792-d887-425f-8512-0e220f41fe57,22347988.08,10634131.72,24320520.79,5039418.64,2.11,2,D
331fcc62-9ec1-4507-a95f-a7f8e3ed4b56,18161501.86,2473661.16,18176350.96,2920246.26,0.85,4,C
4dc4519d-410e-474b-bc40-6571a9223a57,36769331.72,9335521.87,77998733.14,4182642.6,2.23,5,A
51bb9eff-32d8-48f5-9885-115e0f0f353a,30208909.62,22668169.7,59943501.84,5340134.39,4.24,5,A
b60d8bb1-7bd8-48fe-a437-ae2a6c54700a,67442343.18,2101807.45,135751930.08,5010339.28,0.42,1,A
739c322c-4775-4cf8-88c0-8db02f489792,21003606.25,4833186.54,26620164.68,3550258.07,1.36,0,D
e0fa7270-42a7-44b8-8c8d-c6388678613f,39328931.49,9679396.26,75221966.81,3928085.69,2.46,1,A
5ec41e76-1e12-42fc-bb17-9dc2af203f92,26130917.0,14801201.79,44155828.89,5399279.43,2.74,2,A
52d016dc-3bda-458b-b1ee-aabdf52a27eb,21142566.69,2050343.52,38845000.74,9363903.44,0.22,1,A
54f08d34-7c6a-4db1-8540-4a291c48d036,23884683.79,7163924.62,9383435.04,4699930.61,1.52,0,D
de56e73f-6674-4315-ab60-bf6bc42566a0,18686167.43,9948848.6,26740009.95,4988920.29,1.99,1,D
fad7562c-c64a-4c1b-b396-19b31d561e11,20807597.71,4123977.89,13803257.92,4685449.02,0.88,3,C
b3fe5ea6-0d54-4b45-a25a-bbdd9944becc,38628502.44,11991637.29,67363460.44,5791869.4,2.07,0,A
039a05fb-2ac5-4b2c-b996-37283de96994,15140051.3,20597269.74,26965266.1,3846338.75,5.36,2,A
30e1ce45-82a4-425e-bdf0-80bf0525b51e,22090401.56,4358370.3,10306256.74,11076281.71,0.39,1,D
081214db-7041-41a9-86fa-20e65a3a26d5,37170931.25,3874351.32,54170845.25,10045287.55,0.39,2,C
c31e8066-c2f3-4da8-80b1-67fc4d86c922,23892106.19,5306799.09,42883985.98,11396247.33,0.47,0,A
3cac9062-ba53-4af0-afaf-a73b635006c5,39131851.3,7201401.43,66789073.48,5997874.4,1.2,2,A
7858cc33-78fb-4e87-8f3b-8248f9bdd183,12955928.34,12849732.74,23301830.85,6154999.75,2.09,0,A
da9f0c82-e909-410c-a919-15042e468d3a,12925752.37,11396106.48,21202606.25,1746579.46,6.52,0,A
78e70341-b2df-4e58-9ed1-f35c92475d93,42382514.72,9259042.16,49590494.82,7769325.06,1.19,1,D
fe5e1798-68c5-413c-b4b2-427414c78a58,17115660.92,2809115.24,29110532.59,5964725.48,0.47,1,A
ef557bcd-3eb7-4d29-a36b-48db73289a23,31461412.88,11893953.61,64265772.62,5303572.65,2.24,4,A
94d45205-bbb8-4fcb-9188-fc3143c478b4,23313507.84,12670432.09,48309004.05,9056139.54,1.4,2,A
10ed4f31-7c6d-4ad5-a1a5-8108fd239de1,16117762.89,8409830.1,6090951.57,6726145.74,1.25,0,D
98e74a5c-3c7c-478e-95a8-4b27a0840d3e,21587549.08,7605186.22,9147957.79,3535176.64,2.15,1,D
b5783c16-fbcf-47bf-91d1-f65ed4516809,41046683.07,24635365.91,15155973.26,5328175.16,4.62,1,B
e8917a63-4c68-4ce6-bd26-22e447f738ea,22831527.0,20450206.89,8103369.82,4414706.1,4.63,1,B
59387410-6070-44e8-8b9c-2bb50acbc6cb,42231632.76,13653625.21,31387105.05,16204639.83,0.84,0,D
9c049054-5bdc-4629-be39-1784ba681e1d,39713477.31,9834003.86,63848520.39,8689083.47,1.13,2,A
cbcf45e2-e180-4a2e-b95d-01935f828e43,23106254.63,2140993.71,46395211.07,3805403.89,0.56,0,A
fed40a97-3bf0-409b-892f-237e386fd053,22841462.87,3696533.07,11872091.92,2343754.65,1.58,1,D
87b149dc-33da-4b99-af44-e4ae166be4b6,36635547.92,15261876.61,47737152.77,2284411.37,6.68,1,B
f0396f32-cfbd-4727-9999-a31de73f1d99,79851802.63,13888729.43,86245427.38,10614532.46,1.31,2,C
87cd73f7-bd6c-4415-8ea9-8c4b8848bea9,28460285.13,8907424.63,53635267.49,11318517.46,0.79,0,A
5a91394d-b1cb-456f-8474-6c5f71b7180f,22712817.45,5961339.17,17737223.65,2046553.96,2.91,1,D
f3a29e24-9a0b-40b9-b55e-cd013a07400c,17962018.18,8975683.16,27452863.45,2326081.67,3.86,1,A
71369aeb-5107-4115-b2bd-43da44d84672,35536624.16,8463733.64,59024161.36,8967229.92,0.94,1,A
f02c8bb1-7624-44ef-a38c-22512a06dee8,20170058.82,4054708.22,39656402.7,2305697.94,1.76,0,A
73744e70-ca94-4a4f-b8ef-739095ca811d,7867583.35,8492556.4,1950363.83,4440572.46,1.91,3,C
aa5628ed-3815-44cc-97ec-da2e2f2e65b1,27873802.34,10846925.74,49318614.82,1415568.12,7.66,3,A
443cc989-e3df-4079-897f-09202d0f96d9,8780464.25,15401828.33,9515878.54,3616412.62,4.26,2,D
de400dfc-c163-49fe-a96b-9497b603b819,26845080.43,3680130.92,58451341.45,2316787.38,1.59,1,A
823afe61-b12d-45b6-b564-972229451f15,44047410.34,9720678.91,60178059.25,29295947.36,0.33,2,C
7e45b455-645a-404a-ae72-2e08e6ebd16c,18666140.7,8979689.22,10998454.49,2329001.04,3.86,0,D
9e892e56-9ab1-415d-99fb-9d2536be6db0,109179224.48,10418896.01,113251130.42,5577525.05,1.87,1,D
9e7ce13c-cb06-4bcf-9b3e-ea1c6b4d1884,30777204.3,11651764.64,57775065.07,14601756.44,0.8,2,A
e021ef57-cd6f-445f-8f5b-0af7295f0aa8,11056174.72,2281086.58,8583408.21,8392244.92,0.27,2,C
9923e10e-2648-4a83-9529-27cba5152883,32316336.19,3439868.82,42375161.84,3355196.8,1.03,2,C
fa99c766-9f15-45fb-b160-566cd6e2ee6e,9257167.12,6702245.58,18703737.14,5058660.49,1.32,4,A
c4f68920-3e8b-4066-aeb6-2bfd8b600235,72589299.21,3240555.48,28503004.05,9402048.8,0.34,2,C
a3810319-5b43-4446-b7f1-3e17af943083,38650448.1,12164027.43,47160214.95,4302459.68,2.83,3,D
06c67b0a-bb8d-4f9d-89e4-1876120c0e25,15234979.6,2812488.36,25240390.93,4357625.96,0.65,1,A
9d9b0fc9-3317-491d-9442-dabea0d4a435,7918761.59,13413062.33,3312102.98,4326595.82,3.1,2,D
ce5c30fe-ff47-47c8-b7b3-9b30fa955fe0,24673020.33,14499032.16,35563071.85,4034566.71,3.59,1,B
51f3275f-45d7-42b9-9d01-b14bb3950060,33693178.14,1579643.98,7116294.48,5351827.08,0.3,0,D
f07d6d52-69ca-4508-9453-8dcb9d73bfb6,14913418.61,9285824.0,32664698.55,4742849.2,1.96,2,A
1456e142-5623-4def-a9a0-0d641c2efe31,65141362.1,10534750.36,56670732.53,5723409.41,1.84,3,C
628a5c15-f3cd-46e7-bec8-f23d85dd7041,17262273.86,19276120.09,19959809.2,4153596.64,4.64,5,B
930eb564-cf8e-420e-bb59-0658325cc6bd,22500659.86,29616717.18,6822106.03,4945640.69,5.99,1,B
c47db1a3-3af3-4750-9380-2b3a39809d99,17043156.62,4481134.12,29022067.23,2815616.53,1.59,1,A
7ccb696e-2a3a-4e63-ad49-04ce1e776a9c,31348063.95,7483324.26,64110180.94,11144379.84,0.67,0,A
bdb591f9-e9b4-4fe3-b945-bffacd7747b5,20640045.42,13528382.02,44738207.49,3485454.31,3.88,1,A
1a5ee073-36de-49c4-96fb-51d339e22427,22531496.99,23524743.77,13139648.85,5390621.91,4.36,0,B
d31949b1-1050-455f-b915-6bde4f1094d9,70139257.37,19411700.06,115056663.99,6231427.06,3.12,2,A
e60d9c0d-7a61-4ca4-8afb-e7326ea18a39,33892174.36,41365779.07,33974106.65,3516624.3,11.76,0,B
7409e23b-fb27-4247-accd-0eab284e3122,71779344.55,3836464.08,136119310.12,4498275.79,0.85,2,A
2f605c26-d86e-4db7-bf3f-3fa7bbef382f,26272660.73,6576563.9,46213875.56,15418886.22,0.43,2,A
ba0c42d1-909a-445b-81a6-d4bd6858aae1,17423660.72,20242036.42,37817671.62,4661442.9,4.34,0,A
f0a6f92a-38ad-4c6d-b841-2a40035879fe,20545316.31,3096002.09,11739180.38,5393836.39,0.57,2,C
c0bd22d6-8398-4f99-800f-f84b4fd875c8,12964035.39,15649454.55,10816842.87,3753634.64,4.17,0,B
0409f468-ff58-4782-bfaf-6cff2b2f4eee,27062792.69,12063296.97,9082456.51,6450293.61,1.87,2,C
60859171-5c69-4e05-9bef-1a60b1106462,35228243.07,5984138.62,71422547.56,2722464.27,2.2,1,A
ab3c5bbc-9614-4dbb-9e8f-2a98f1962914,17733710.16,4401049.1,6467806.79,2284918.17,1.93,2,D
a591e62e-ab2e-484d-9e24-b57c7501b839,20661422.71,2444027.0,43685343.39,3630733.35,0.67,0,A
a6c3a802-310c-4e9a-9381-5c9eb3c60561,44478652.67,17967214.03,64958360.6,8822977.25,2.04,1,A
265943f5-8262-4c35-8ff9-c2de37217434,12957577.43,19369848.96,24975663.31,4850169.45,3.99,1,A
f9fa39aa-1c9a-4baf-b4ae-bc332950450a,20990871.33,5927921.51,30519931.55,4611868.03,1.29,2,C
09d81a6d-c337-4719-a343-20a6086dbfa5,19377977.04,8162713.61,16796625.99,3075623.48,2.65,0,D
5d514cc7-6d38-4f63-aa3f-51979ceb2c5d,39993647.29,10874700.43,45312913.45,2761958.33,3.94,1,D
dda50a1e-177c-48a2-b0a1-3add7140338c,24763658.49,3368181.91,48148132.13,3443012.13,0.98,2,A
44245066-e50c-4b51-8472-53ce5292573b,23452415.27,15149491.33,20510963.34,5810374.46,2.61,2,D
51bb24bb-8af1-4261-8388-79a5a035ae22,13561597.38,28101059.02,5041255.59,4724204.74,5.95,3,B
41ad7855-4f89-487f-a4d1-dae3faf283fb,18358624.22,1029645.88,11445652.97,4719998.61,0.22,2,C
2c1d93e8-c90c-49ba-ad49-cfa73fed62ea,22238673.55,4011041.1,21146398.93,4242828.1,0.95,2,C
fab9fb0c-4456-4258-b0d8-5ff2218f2f1a,14338578.99,6251286.61,13726164.83,3339764.48,1.87,1,D
903d0943-5784-42d8-9fa0-210484474141,16379431.1,13980967.19,17177275.8,3100841.37,4.51,1,B
0132b99c-4570-43e8-a49f-494a73efcb5c,22261894.9,4596376.02,25998445.56,6878954.47,0.67,1,D
9a6a5a75-d03b-4787-abd3-21757a6a2b70,36064749.69,8737893.79,13490297.54,4165773.93,2.1,0,D
4df6c965-c6c7-4373-b624-5f7671d913ec,18411534.2,9030215.12,10659710.22,8184903.75,1.1,2,C
edb629cd-e331-435f-9916-954e1d4c55e9,23495161.4,13516241.93,40346189.61,4794687.89,2.82,1,A
7ae4d022-eed6-41ec-9333-e0fad7f4e16f,79241219.73,5688298.43,155040921.46,3570639.8,1.59,2,A
5c416113-8d38-472d-a458-5c373600bed2,62854906.34,8307563.61,115955960.77,12419617.99,0.67,2,A
fcd28df9-c74f-4831-a920-78095a7935aa,15372767.1,2015585.11,12727637.32,2239710.95,0.9,2,C
025be86f-91a1-4187-bd2f-327da19d8c33,83208713.19,5308452.48,60815350.01,2850272.61,1.86,3,C
994aab9d-1a35-4b4e-a164-a0c205bb6a98,15671808.54,7531690.74,19265947.97,3430632.29,2.2,2,D
bd2df6c9-39ec-44e2-8450-5e4a648e68ab,38352199.15,13908658.53,31097621.07,5866676.75,2.37,1,D
aab82fe3-d88b-415a-a42a-d1c07372f434,24131075.37,14116125.42,40306911.5,5171454.15,2.73,1,A
dd0985a4-2e5b-4881-a11c-34f7c3907878,28900678.04,21728884.78,26390595.65,5882508.37,3.69,1,D
d503c801-3a81-4d51-b7f3-5fea132378f9,18114621.91,6683420.97,19459238.98,4882605.79,1.37,2,C
bf35c1fe-2fbf-4e11-8186-3ceb6e613161,28396333.69,5045224.52,6310584.31,4581214.27,1.1,1,D
846a9e47-736a-4381-b115-d7ccd153d90a,21283042.92,6720486.86,21987217.31,2869637.05,2.34,2,D
bc6df722-d51b-422e-99c0-ddab6c8ae851,55679804.25,2835903.01,60122309.78,7473037.84,0.38,1,B
42403c1d-2f21-44df-8a59-e5824587c17a,20559465.65,17855724.69,21514037.7,4960951.67,3.6,1,D
17915c26-f12c-447c-ab9d-778302d1c0ef,63055313.57,2108763.52,114641503.9,5939029.82,0.36,4,A
9ae900aa-a572-45e4-add9-0daf773a0dc7,54380393.14,13351316.3,57651355.06,2934842.84,4.55,2,B
c043dde8-b911-42a8-8647-9223117591f1,23547397.94,5123496.33,5348886.7,12864556.75,0.4,3,B
61944360-6e35-48d8-aa5d-78cae53a59d5,73780014.77,7114041.63,80263205.2,3941212.72,1.81,0,D
6a5c789d-608f-47bb-a43d-7b422e344b85,8507807.89,4998999.14,15850569.8,12143760.46,0.41,1,A
81af26ef-94f2-494d-96f0-2e7f751304db,18344655.83,17331123.93,30289145.34,3598164.63,4.82,4,A
d058bbc9-be66-4a64-8fed-64c97c60bc7e,16429057.43,7568804.62,17170037.67,6465364.39,1.17,1,D
8335fc42-b7fa-428c-bc2c-00509fef9d92,36468262.29,22424066.13,54609516.73,4036545.74,5.56,2,A
3bdd388f-8a1a-4d59-9f27-1946a28b0968,73225535.83,17286034.39,90322228.91,3376022.68,5.12,1,B
09264def-a0ab-4914-acb0-3c5fa9dd05d7,36195859.59,9911279.98,39929150.47,15328647.2,0.65,0,D
f89996e9-883c-4afe-8a14-7ed140b88dae,35173534.51,7636122.82,52369938.65,5979927.05,1.28,2,A
0bd4ff38-753a-4553-a88f-0ddf339ce643,8764945.8,4572550.35,5390959.99,4999285.45,0.91,2,C
544f3bbf-e3c0-4bf5-975b-0347ac276f15,20681270.74,8673774.1,35780646.56,2460279.18,3.53,1,A
7e4caf7b-0abe-4ec6-b1b5-fe17c1d4099d,17191821.71,6701947.08,18326375.22,4503078.88,1.49,3,C
7202e602-c55c-4166-8a97-c3c4487bad73,19157541.46,4154293.57,16070619.17,7475954.97,0.56,2,C
45ca2a64-8c98-42ca-8204-c3c85600cea6,25001397.8,6301969.9,33321932.66,3893905.45,1.62,2,C
9e01830d-8f73-428f-9324-db245ade1051,9567894.29,10924909.03,3865134.35,5489327.75,1.99,2,C
1dbf2c20-0aab-4950-a1b9-47d2f14f595b,27197893.89,2008513.15,56049848.99,4096288.89,0.49,1,A
5946705c-7aa1-45b7-8046-8d5fc2797400,18186878.12,5828957.62,9389136.59,7823025.72,0.75,1,D
0e88e259-0160-4a00-aa0e-c1d1a4d2f08f,19823334.07,6929148.08,8465559.73,7012254.47,0.99,0,D
fa2874b4-a615-42d3-8b0f-5763ba8ae8ba,24778254.93,5685398.32,22253801.66,7898254.47,0.72,0,D
1cd39157-88e3-4ec6-81b3-cf780733e6dc,19926319.51,7148270.43,26439176.83,4112686.03,1.74,2,C
c2ada622-65bb-47a5-8a45-d568b9883af2,36674646.17,16530533.26,60077403.77,7184536.22,2.3,1,A
780b83da-8cc3-4639-83b9-fa6790254280,14147868.18,2785616.47,12602113.64,5965057.01,0.47,1,D
df04b97f-f033-429b-8980-7130aeeead94,19596824.67,42875744.04,9578663.67,7836656.45,5.47,2,B
becfe64d-c02b-48c5-8e74-2728bb261826,11150725.88,5983127.26,4678580.07,4675365.81,1.28,1,D
97f98a79-5a46-4a8a-86f4-138001397f31,11079327.65,1198953.26,21785972.91,12551290.69,0.1,2,A
2d5b9b3e-5589-4b83-93db-dc3747e6848e,47987085.82,5109439.61,75391709.56,4000692.16,1.28,3,C
0646ae54-0fd4-42aa-ba77-a6c892552fd6,75568742.11,10878487.55,26151587.45,3089264.9,3.52,1,D
86cb2a79-4de3-4e8b-90a3-19e118b6ecf6,49057144.54,25762786.7,27256213.0,2838798.59,9.08,0,B
460c4a73-df28-4eec-9bda-3878bb0b883b,45683185.36,8332544.29,38878010.73,3562263.81,2.34,1,D
9695e00f-cd20-4000-90dd-1144dc41a814,17535653.75,14297349.73,20820351.62,3679450.05,3.89,0,D
598a637a-a085-4102-b463-4e6c30b312d6,15150453.03,12875072.11,22451720.07,12920015.42,1.0,4,C
3d616ccd-5adc-4358-b754-420608616250,35265909.38,6567555.86,37964172.45,2148812.64,3.06,2,D
0cf2632e-d1a1-4a73-8463-cab27d443ad6,11274549.51,21169867.31,12041953.11,6655744.04,3.18,2,D
c828cf0c-8e20-43db-bc91-bff9ca97dcb6,34181855.41,19219785.87,13804127.68,3415612.98,5.63,0,B
949b3e28-db16-4beb-a8bf-14e8c74bbcc0,17481328.59,5562396.31,30270245.92,5164574.89,1.08,1,A
78ce5ce5-e3df-4605-8a4b-3e65459a669b,14877106.41,17190465.39,28802557.27,6320218.78,2.72,0,A
4e175dfc-6e86-45a0-8346-fbe59c9d3d3c,18584265.15,19516405.81,28173413.7,4982812.8,3.92,1,A
9008aae8-b88d-4081-864b-3c0c6e49a2d5,14278045.98,11027010.19,18923910.75,1500874.49,7.35,1,B
d1f2c77c-13f1-43ee-b9b1-30802bec0d29,96520604.21,12608465.34,51674114.57,7369654.13,1.71,2,C
129c542b-f94b-4800-8991-13e5885c90a0,53615949.47,5038947.72,75408080.17,6518637.31,0.77,0,D
207416da-146d-4250-94a7-bc2c37ba081b,29975560.66,15457114.2,60629445.78,4351562.82,3.55,2,A
